Page #,Question #,Question Text,Answer
145,98,"What actress declared ""I'll get naked at the drop of a hat""",Sharon Stone
145,99,What gun does James Bond traditionally use,A Walther PPK
146,1,What film won the best visual effects Oscar in 1985,Cocoon
146,4,The golden lion is awarded at which film festival,Venice
146,7,Who broke Bearings bank and inspired the film Rogue Trader,Nick Leason
146,8,Who created the animated characters Wallace and Grommet,Nick Parks
146,14,In the man from UNCLE what does UNCLE stand for,Utd. Net. Com. Law\nEnforcement
146,16,Who wrote To Kill a Mockingbird,Harper Lee
146,17,What 1979 film won the Oscar for best visual effects,Alien
146,24,How may Oscars did Richard Burton win,None – Seven\nNomination
146,33,What was the last black and white film to win Oscar best film,The Apartment 1960\nJack Lemon
146,46,Which Graham Green book and film had Pinky as the star,Brighton Rock
146,47,What film won the best sound effects Oscar in 1985,Back to the Future
146,50,Who wrote the book Interview with a Vampire,Ann Rice
147,55,According to the 2000 census in the UK what is now a religion,Jedi Knight
147,61,What film won the best makeup Oscar in 1988,Beetlejuice
147,65,What is the characters name of Agent 86,Maxwell Smart
147,66,What was the sequel to The Rocky Horror Picture Show,Shock Treatment
147,74,Estelle Parsons best supporting actress Oscar what 1967 film,Bonnie and Clyde
147,77,What family used to live in Bug Tussel,The Clampets
147,84,Who does the voiceover at the end of Michael Jackson's Thriller,Vincent Price
147,87,Which film won the best story and best song Oscars in 1969,Butch Cassidy and Sundance Kid
147,89,Which comedian and actors real first name were Leslie Townes,Bob Hope
147,90,In 1976 what show appeared on TV for the first time,Charlie Angels
147,92,The film 10 Rillington Place is based on which British serial killer,Reginald Christie
147,100,Lee Marvin won the best actor Oscar for what 1965 film,Cat Ballou
148,1,Which film won the best special effects Oscar in 1961,The Guns of Naverone
148,2,The Great Gazoo was an alien in which cartoon series,The Flintstones
148,8,In wacky races who drove the converter car,Professor Pat Pending
148,9,A Robert Heinlein book won 1960 Hugo award name it,Starship Troopers
148,12,"In which novel would you find reference to ""The Cracks of Doom""",Lord of the Rings
148,16,In Disney's Bedknobs and Broomsticks what magic words used,Bibbity Bobbity Boo
148,17,First comic book character to return from death by demand is?,Joker in Batman
148,18,"Greenmantle, Three Hostages, Island of Sheep which character",Richard Hannay
148,19,Which film won the best sound effects Oscar in 1990,Hunt for Red October
148,34,"Hamlet, Macbeth Othello which Shakespeare tragedy is missing",King Lear
148,40,Which film won the best screenplay Oscar in 1970,MASH
149,56,What is the first name of Agatha Christies Miss Marple,Jane
149,58,You are a saucy boy comes from what Shakespeare play,Romeo and Juliet
149,59,Which film won the best sound effects Oscar in 1987,Robocop
149,65,In wacky races who drove the Creepy Coop,Gruesome Twosome
149,66,"Whose catchphrase was ""Stop messing About""",Kenneth Williams
149,67,John Dick Ann Timmy who is missing from this famous five,Julian
149,71,Author of Good as Gold and Closing Time but famed for another,Joseph Heller Catch
149,78,In Shakespeare King Lear was king of where,Britain
149,80,Which film won the best song Oscar in 1971,Shaft - The theme
149,86,Dr Teeth was the leader of the band Electric Mayhem - where,The Muppet Show
149,89,What was the first Disney animated film released on video,Dumbo
149,90,In Superman what was the original name of The Daily Planet,The Daily Star
149,97,Dance with a Stranger was the film of who's life story,Ruth Ellis
149,100,In which film was the best supporting actor Oscar won in 1975,The Sunshine Boys
150,1,Kevin Kline won best supporting actor Oscar which 1988 film,A Fish Called Wanda
150,9,What TV show takes place in Sunnydale,Buffy the Vampire Slayer
150,20,Josephine Hull best supporting actress Oscar which 1950 film,Harvey
150,24,The first US copyrighted film showed what in 1894,A man sneezing
150,34,Whose song did the Beatles sing on first TV appearance 1962,Roy Orbison Dream Baby
150,37,Which is the only Shakespeare play not to contain a song,The Comedy of Errors
150,40,Which film won the best visual effects Oscar in 1984,Indiana Jones Temple of Doom
150,45,Rene Raymond is better known as which author,Raymond Chandler
151,53,Which TV gangster owns the nightclub called The Ba Da Bing,Tony Soprano
151,56,Israel Baline became more more famous under what name,Irving Berlin
151,60,Who is the only director to win 3 Oscars within five years in 30s,Frank Capra 1934 1936 1938
151,80,Which 1977 film won seven Oscars but none for acting,Star Wars
151,84,Arthur Sarsfield Ward the creator of Fu Man Chu is which author,Sax Rohmer
151,90,Alfred Hitchcock's daughter appeared in Psycho - name her,Patricia Hitchcock
151,91,Who lived in Honalee,Puff the magic dragon
152,100,Which film won the best story Oscar in 1958,The Defiant Ones
152,1,Who wrote the lyrics for Oscar winning song Whole New World,Tim Rice
152,3,"Who described TV as ""Chewing gum for the masses""",Architect Frank Lloyd Wright
152,14,Which detective lived in Cabot Cove Maine,Jessica Fletcher
152,17,Harry Longbaugh became better known under what name,The Sundance Kid
152,20,Ben Hur won most Oscars 11 what film comes second with 10,West Side Story
152,22,"Which actress said ""Being a sex symbol is like being a convict""",Raquel Welch in 1979
152,23,The Golden Bear is awarded at which film festival,Berlin
152,26,Where is Judge Dread a judge,Mega City
152,31,How many best director Oscars did Alfred Hitchcock win,None
152,40,Which film won the best makeup Oscar in 1992,Bram Stokers Dracula
152,42,This TV series ran for 78 episodes before it was scrapped - what,Star Trek
153,49,Ronald Wycherley became more famous as who,Billy Fury
153,56,John Books was the final role of which actor,John Wayne in The Shootist
153,57,Gerry Dawsy became more famous as who,Englebert Humperdinck
153,58,And he was born in which country,India
153,59,Who did the walrus and the carpenter ask to walk with them,The Oysters
153,60,Jack Palance won best supporting actor Oscar in what 1991 film,City Slickers
153,75,Bob van Winkle changed his name to what,Vanilla Ice
153,76,Name Frank Sinatra's Yacht,My Way Again
153,80,Name the first actor to get best actor Oscar for repeating a role,Paul Newman – Colour of Money
153,98,Which character lived at 3 stable mews City of London,John Steed in the
154,100,What was the only horror film nominated best film Oscar,The Exorcist in 1973
154,1,Margaret Herrick named it in 1931 what,The Oscar – looked like her uncle
154,11,You can have a troop of actors and what group of animals,Monkeys
154,12,What movie memorabilia sold at Christies in 1987 for £82500,Chaplains Hat Cane
154,13,In literature and films whose father was the Earl of Dorincourt,Little Lord Fauntleroy
154,21,Who was given a honorary Oscar in 1985 after 50 years acting,James Stewart
154,29,Pat Sullivan created which cartoon character,Felix the cat
154,43,In Dallas what was the name of the bar,Cattleman's Club
155,49,Who began his career as one of the Tennessee Two,Johnny Cash
155,65,Name the Beatles first LP released in 1963,Please-please me
155,72,In standard cine film how many frames are shown each second,Twenty four
155,73,What was on B side of The Rolling Stones Ruby Tuesday,"Lets Spend the Night
Together"
155,89,Aaron Copeland wrote a ballet about which American folk hero,Billy the Kid
155,91,Which quiz program never had contestants only contenders,Mastermind
155,93,Whose only line in his first play was Tennis Anyone,Humphry Bogart
155,94,Which film is the first of the spaghetti westerns,A fistful of Dollars
155,95,Who wrote Cliff Richards hit song Living Doll,Lionel Bart
155,98,Name the Rolling Stones second album,Rolling Stones No 2
156,1,Which group wished it could be Christmas every day,Wizard
156,5,Somewhere My Love was the theme song of which movie,Doctor Zhivago
156,6,Whose first book was called Child Whispers,Enid Blyton
156,8,The Bronte sisters had a brother name him,Branwell
156,15,Philip Glass wrote an opera about which famous person,Albert Einstein
156,17,Janet Jackson had a starring role in which TV series,Fame
156,19,Whose autobiography was entitled Past Imperfect,Joan Collins
156,20,Who played bass guitar in Suzi Quarto's group,Suzi Quatro
156,22,In Peter Pan what were the names of Wendy's brothers,Michael John
156,23,Who wrote the series of novels with the hero Sharp,Bernard Cornwell
156,27,Elaine Bookbinder became more famous as who,Elkie Brooks
156,29,Ann Ziegler was the singing partner of which film star,Webster Booth
156,34,What kind of dancer was Mister Bojangles,A Tap Dancer
156,35,It's now the Birmingham Royal Ballet but it used to be what,Saddlers Wells Opera
156,36,Harry Patterson is the real name of which author,Jack Higgins
156,40,Who was born Mark Feld,Marc Bolan
156,41,Tosca is the heroine of the opera but what is her first name,Floria
156,42,Cavatina what the theme music to which film,The Deer Hunter
156,45,Which character first appeared in the book Call for the Dead,George Smiley by John LeCarre
156,49,Sean Connery has what real first name,Thomas
156,50,Jeffery Archer wrote Kane and Abel what was the sequel called,The Prodigal Daughter
157,55,What was the subtitle of Police Academy Six,City Under Siege
157,65,JVC launched VHS in 1976 what does VHS stand for,Video Home System
157,69,Louis Maxwell became well know for playing which role,Moneypenny in early Bond films
157,87,Who was the Bad in the spaghetti westerns,Lee van Cleef
157,98,What is Terry Wogans real first name,Michael
158,11,What was the surname of the family in The Grapes of Wrath,Joad
158,27,"Which film star was described as ""A vacuum with nipples""",Marilyn Munroe
158,35,Which cartoon character has a girlfriend named Petunia,Porky Pig
158,48,Name Hong Kong Phooey's cat,Spot
159,52,Name the producer of Starsky & Hutch and Beverly Hills 91210,Aaron Sperling
159,58,In The Simpsons name the cat,Snowball
159,88,Oil can Henry is the enemy of which cartoon character,Mighty Mouse
159,97,Eric Claudin is better known by which eponymous title,The Phantom of the Opera
160,4,"Who created Gomez, Mortia and Uncle Fester as a cartoon",Charles Adams
160,13,"What cartoon characters catchphrase was ""Exit stage left""",Snagglepuss
160,14,Who owned and lived in the castle Joyous Guard,Lancelot
160,15,In Greek mythology who was the son of Hypnos God of sleep,Morphious - God of dreams
160,22,Who built the worlds first film studio,Thomas Alva Edison
160,28,Name 1st Disney cartoon film based on the life of a real person,Pocahontas
160,47,What author wrote the books Rage and The Sunbird,Wilber Smith
161,55,John Wayne was nicknamed duke - but after what,His favourite dog
161,58,Merrylegs was a performing circus dog in which Dickens novel,Hard Times
161,59,"Who is the mother of Huey, Duey and Louie",Dumbella Duck
161,62,Which Science Fiction author created The Triffids,John Wyndom
161,69,In the USA what was the first prime time cartoon show,The Flintstones
161,70,What was the last film where Sergio Leone directed Eastwood,The Good the Bad and the Ugly
161,73,In the 70s who played The Bionic Woman,Lindsey Wagner
161,76,What was the first Hanna-Barbera cartoon,Ruff and Reddy
161,81,What was the top film of 1990,Home Alone
161,86,In mythology Odysseus blinded which Cyclops,Polyphemus
161,98,Speedy Gonzales was fastest mouse in Mexico who slowest,Slowpoke Rodriquez
161,1,In the cartoon Scooby Do what is Scrappy Do's battle cry,Puppy Power
162,4,Who said I have had a talent for irritating women since I was 14,Marilyn Munroe
162,5,Peter Sellers played Clouseau but who dropped the role,Peter Ustinov
162,7,What job links Kris Kristoffensen and Gene Roddenbery,Both worked as pilots
162,10,What was the top grossing film of the 60s,The Sound of Music
162,13,Scarlet O'Hara had what original first name,Patsy
162,14,Who wrote the post nuclear war novel On the Beach,Neville Schute
162,16,Name the one person who has won a Nobel and an Oscar,G B Shaw Lit 1925 Pygmalion 1938
162,18,Excluding the what word appears most in Bond film titles,Never
162,19,Which character did not appear in the cartoon Star Trek,Chekov
162,26,What is Colombo's first name,Phillip
162,31,Peter George wrote Two Hours to Doom filmed as what,Dr Strangelove
162,32,Hugh Hefner and Katherine Hepburn both had degrees in what,Psychology
162,34,Which film of the 70s received the most Oscars,Cabaret 1972
162,38,Name the smurf spin off characters that live underwater,Snorks
162,42,Which tough guy actor was once a drop hammer operator,Robert Mitchum
162,45,The Central Perk Café appears in which TV series,Friends
163,52,From Here to Eternity gets its name from a poem by who,Tennyson
163,57,Which Shakespeare play ends in marriage of Benedict Beatrice,Much ado About Nothing
163,59,Name the cowardly member of Dick Dastardly's squadron,Zilly
163,63,Name actor fired as no star quality because of big Adams apple,Clint Eastwood
163,64,What was Buddy Hollies current single when he died,It doesn't matter any more
163,77,Name Tina Turners solo comeback album of 1984,Private Dancer
163,78,What was the first nationally released film with a PG 13 rating,Red Dawn
163,82,What actor was once fruit picker iceman truck driver propman,John Wayne
163,84,How did Scrooge McDuck earn his first dime,Shining shoes
163,95,Which American author wrote The turn of the Screw,Henry James
163,96,Who sang about Angel in a Centrefold,J Geils Band
163,97,Who first starred in the film The Boy in the Plastic Bubble,John Travolta
163,1,The Undiscovered Country a Star Trek title taken from where,Shakespeare's Hamlet
164,2,David Cornwell is better known as which author,John Le Carr
164,3,Puccini's Turendot is set in which country,China
164,13,Why did Disney recall his first celluloid Donald Duck toys,"They exploded into
flames"
164,18,In which film did we meet Baron Numpsi as the villain,"Eddie Murphy's The
Golden Child"
164,31,What original story begins Aladdin was a little Chinese boy,1001 Arabian Nights
164,46,Reverend Marcus Morris founded which UK comic in the 50s,Eagle
164,48,Who played the doctor in the rock opera Tommy,Jack Nicholson
165,54,Which early rock singer was nicknamed killer,Jerry Lee Lewis
165,57,La Celestina was the first one in Spain the first what,Theatre play
165,61,In Disney's Jungle book name four vultures,John Paul George Ringo
165,62,1994 Christies sold what piece of Elvis memorabilia for $41400,Amex credit card
165,67,Farok Pluto Bulsara became more famous as who,Freddie Mercury
165,68,Which actor made his debut in the 1958 film Cry Baby Killer,Jack Nicholson
165,72,Who was known as the Queen of Folk Music,Joan Baez
165,74,Linda Hunt won an Oscar Year of Living Dangerously what 1st,First Oscar playing opposite sex
165,75,"Norwegian Sigerson, Spy Altamont, Sea Captain Basil all who",Sherlock Holmes disguises
165,77,In Kiplings How the Leopard got its Spots name the Leopard,Best Beloved
165,81,Name Donald Ducks father,Quackemore
165,82,The film Cleopatra was banned in Egypt in 1963 why,Liz Taylor Jewish convert
165,92,Who was known as the Father of Science Fiction,Jules Verne
165,93,Winnie the Pooh lived where,Hundred Acre Wood
165,95,Pierce Brosnens contract stops him doing what in any other film,Wearing a Tuxedo
165,96,Spielberg named the shark in Jaws Bruce why,After his Lawyer
165,99,Robert Langford Modini became more famous as who,Robert Stack
166,5,What is the Oscar statuette holding,Sword
166,13,How was Boris Karloff listed in the credits 1931 Frankenstein,As ?
166,16,Whose family name is Zimprsquzzntwlfb,Mr Spock in Star Trek
166,19,Who is buried in a chapel near lake Stroganoff in Romania,Count Dracula
166,25,Richard Attenbourough and wife were the first leads in what play,The Mousetrap
166,28,Which cartoon character was originally called egghead,Elmer J Fudd
166,41,Which Somerset Maughn novel is considered autobiographical,Of Human Bondage
166,43,Who created the character Parker Pyne,Agatha Christie
166,46,Who's only person have Dewey Decimal class named after him,William Shakespeare
167,61,"The young are called widgets, females fifinellas what are they",Gremlins
167,69,Crystal City in Texas put up a statue to what cartoon character,Popeye - they are spinach growers
167,73,"""Broom"" Bromden an Indian narrates which famous book",One Flew over the Cuckoos Nest
167,77,Which literary character takes his name from Latin for nobody,Captain Nemo
167,87,All the Richard Hannay books got their titles from where,Bunyon's The Pilgrims Progress
167,88,Whose film debut was Jennings in Revenge of the Creature 1955,Clint Eastwood
167,1,What was the first doctor film made in 1954,Doctor in the House
168,6,Venus and Adonis was whose first published work,William Shakespeare
168,8,In the Archie comics what is Jughead's first name,Forsyth
168,13,Where would you find the original Mr Plod,Noddy books
168,15,Which PC game shares it name with a Bond film character,Solitaire
168,20,When Harrison Ford was The Fugitive who was the lawman,Tommy Lee Jones
168,24,West Side Story tells about the West side of what or where,Fifth Avenue
168,28,Character in a movie series named Sanskrit word warrior what,Yoda from Yoddha
168,31,In which TV program did Sergeant Bosco appear,A Team
168,36,Which novel has the longest sentence in literature 823 words,Les Miserables – 
168,38,Crab is the only named one in any Shakespeare play - what,Dog - Two Gentlemen
168,46,Which cartoon character was originally pink and called Orsen,Tweety Pie
168,50,What fictional Englishman belongs to the Ganymede club,Jeeves
169,55,Who was the first rock star arrested on stage,Jim Morrison of the Doors
169,56,Which authors personal publishing venture is Philtrum Press,Steven King
169,61,In the Beatles White Album who was Martha my Dear,Paul McCartney's Sheepdog
169,63,Who owned a cat called Apollinaris,Mark Twain
169,80,Which writer invented the word drab,C S Lewis
169,87,Name Steve McQueen's Karate teacher - later an actor,Chuck Norris
169,92,In the Batman comics what is the full real identity of the Riddler,Edward Enigma E Enigma
169,98,The worlds first opened in Los Angles April 2nd 1902 - what,Motion picture theatre
170,41,Pak man was called Paka in Japan what does paka mean,Eating
170,47,Lewis Wilson was the first actor to play which character,Batman
171,54,Which US sportsman is mentioned in The Old Man and the Sea,Joe De Maggio
171,58,Book of Shadows is the alternative title for which horror film,Blair Witch 2
171,63,Cary Grant and Noel Coward both rejected which famous role,James Bond
171,64,In Winnipeg there is a statue to which bear,Winnie the Pooh
171,66,In which Bond novel did he first want Martinis shaken not stirred,Diamonds are Forever
171,71,Name the Shakespeare character son of the witch Sycorax,Caliban in The\nTempest
171,83,What was the name of the pub in The Dukes of Hazard,Boars Nest
171,89,In the Fantastic Four what is Mr Fantastic name,Reed Richards
171,94,"The last line of which TV show was \Good bye Margaret\""""",MASH
171,95,In Star Wars what is the Emperors last name,Palpatine
172,2,"What, specifically, won’t Meatloaf do for love",Screw Around
172,6,Name Homer Simpsons bowling team,Pin Pals
172,16,Who played Domino in Never say Never Again,Kim Bassinger
172,18,Alls Well That Ends Well the original title of which classic novel,War and Peace
172,19,Amahl and the Night Visitors was the first opera written for what,Television
172,23,Name the first British show to air on US autumn prime time,The Avengers
172,24,Who were the first pop stars to appear in Madam Tussaud's,The Beatles
172,27,Which song won first Oscar when the category was intro 1934,The Continental
172,28,In MASH name Radars pet mouse,Daisy
172,30,Wiley E Coyote chases roadrunner what does the E stand for,Ethelbert
172,37,In Disney's 1973 animated Robin Hood what creature was Robin,A Fox like Marion
172,39,Who wrote the novel the Cyborg - Basis of the $6 million man,Martin Caidin
172,44,Gobo was the male cousin of which Disney character,Bambi
172,46,The Beatles film Help was dedicated to the inventor of what,Sewing Machine – Elias Howe
172,51,Name (in the US) Denis the Menaces cat,Hot Dog
173,56,What was the first ABC TV series rated No 1 for full season,Marcus Welby M.D.
173,57,Name the companion of the cartoon character Secret Squirrel,Morocco Mole
173,62,In what TV series did we meet Perry Masonry,Flintstones lawyer never lost case
173,63,Ellen Marrenner became more famous as who,Susan Hayward
173,64,What was Hitchcock's first film in colour,Rope
173,66,What scene is included for good luck in most of Spielberg films,A Shooting star
173,71,Whose normal heartbeat is 242 per minute,Mr Spock in Star Trek
173,79,Storm Warning the only film in which this Actress killed who,Doris Day
173,81,What was Disney's first non animated live action film,Treasure Island
173,85,Who or what was introduced to the USA in 1964,G I Joe
173,92,Name the dark lord in Lord of the Rings,Sauron
173,97,Which actor appeared in drag in two Marlene Dietrich films,John Wayne
173,99,What was the name of the cab company in Taxi,Sunshine cabs
174,2,Who wrote the three act opera The Rakes Progress,Igor Stravinsky
174,4,Anna Maria Louisa Italiano became famous as who,Ann Bancroft
174,7,Who first appeared in the cartoon strip Thimble Theatre,Olive Oyl
174,9,In Watership Down rabbit language what is a hrududu,A motor car
174,11,What do Beavis and Butt-head have on their T shirts,Metallica - AC/DC
174,13,In the Phantom of the Opera how does the Phantom sign notes,OG - Opera Ghost
174,19,Name Jennifer Anniston's Godfather,Telly Savalas
174,23,Where did you find cherry strawberry orange apple grape bird,Pac Man speed up things
174,24,Which actor refused the leading role in Laurence of Arabia,Marlon Brando
174,29,What did Peter Sellers use as an ink blotter in the Pink Panther,A Cat
174,33,Who was a knight of the order of the inverted dragon in Hungary,Count Dracula following his father
174,35,The black and white episode of Chicago Hope is a tribute to who,Alfred Hitchcock
174,38,What actor Howard Hughs call pay toilet didn't give shit nothing,Robert Mitchum
174,41,In the Snoopy cartoons what does Lucy offer in her booth,Psychiatric help
174,42,And what does she charge,Five cents
174,46,Name the hummingbird in Disney's Pocahontas,Flit
174,49,What was the theme song of the film The Grapes of Wrath,Red River Valley
175,53,Name Chewbacca's son - seen Star wars holiday special 1978,Lumpy
175,66,How did Miss Piggy tell the difference between love and lust,By spelling
175,69,In the film Bambi what is Bambi's first word,Bird
175,75,In song who is the man who made Eastwood such a star,The fall guy – unknown stuntman
175,77,Pooh loves honey but which creature loves watercress,Roo
175,78,Who has a tattoo saying Starland Vocal Band,Homer Simpson
175,79,The African Queen Bogart Hepburn but who should it have been,David Niven Bette Davis
175,84,Life Love Cows French translation of which film,City Slickers
175,92,Name actor called The voice of Canada - had 1964 hit Ringo,Lorne Green
175,95,A can of orange crush appears on every episode what TV series,ER
175,98,Police Academy got its theme song from which other film,Patton
175,1,What actor was born Krishna Bhanji,Ben Kingsley
176,2,Which Bruce made the cover of Time in 1975,Jaws - Bruce was the shark
176,3,In Peter and the Wolf what instrument represents the cat,The Clarinet
176,14,The Necromancer in The Hobbit became who in later works,Sauron
176,18,Sterling Holloway was original voice of which Disney character,Winnie the Pooh
176,27,Which actor wore an old trenchcoat in one scene in all his films,David Niven
176,29,Which prop item did MGM ban from film sets in the early 50s,TV sets
176,36,In 1908 A'Ecu d'Or became the worlds first what,Pornographic film
176,37,In Star Trek what is Chekov's first name,Pavel
176,39,What were the old hecklers in the Muppet show named after,New York Hotels Waldorf Stadler
176,44,In Frank Herbert's Dune what are the Makers,Sandworms - Shai-haulud
176,45,Which country produces the most full length feature films,India
176,48,In Rebel Without a Cause name the High School,Dawson
176,50,In Peter and the Wolf what instrument represents the duck,The Oboe
176,51,According to Gene Kelly who was his favourite dancing partner,Fred Astair
177,52,What word appears in more film titles than any other,Love
177,53,And which word comes second,Paris
177,55,Who starred in cartoon where the Tasmanian Devil 1st appeared,Bugs Bunny – Devil may Hare
177,63,What was Blondies name before she married Dagwood,Boopadoop
177,68,Most people bob for apples what do Adams family bob for,Crabs
177,71,Who wanted to play Brody in Jaws but Spielberg rejected him,Charlton Heston
177,74,The Finnish know her as Tuna what do we call her,Cinderella
177,75,25% of Americans believe which fictional character is real,Sherlock Holmes
177,76,Dr Seuss created the first animated TV ad for which company,Ford
177,80,In Star Wars George Lucas modelled the Emperor on who,Richard Nixon
177,81,What did Popeye eat for strength before spinach,Garlic
177,90,What is the first line on Mel Blanc's tombstone,That’s All Folks
177,93,What was the first US TV series broadcast in the USSR,Daktari
177,96,A Hobbits will requires seven signatures in what,Red Ink
177,97,Which classic film was called production 9401 during filming,Psycho
177,99,Sherrinford was hero Ormond Sacker assistant names changed,To Holmes and Watson
178,6,Which three word catchphrase is most universally recognised,Bond James Bond
178,11,Name Bilbo Baggins mother,Belladonna Took
178,12,Rocky and Bullwinkle enemies are Boris Badenov and who,Natasha Fatale
178,40,Which film begins Friday December 11th 2.43pm,Psycho
178,43,What phrase did Quantum Leap's Sam Beckett use in every show,Oh Boy
178,45,Who coined the term security blanket,Charles Schulz
178,47,Where did we see a snorkasaurus,Flintstones it was Dino
179,53,What did Barbie do in 1977,Smile
179,55,Laurence Tureaud became more famous as who,Mr T
179,58,Which comic character is both a princess and a prince,Wonder Woman – Diana Prince
179,62,US what was the last brand of cigarettes to be advertised on TV,Virginia Slims
179,65,My Word were the final words of which famous TV character,James Tiberius Kirk
179,66,Name the pet peacock on The Walton's,Rover
179,69,Dinner Time by Paul Terry was which cartoon first,Talkie
179,81,When Dino was Fred's pet what was Barney's called,Hoppy a Hoparoo
179,86,Who was the first athlete to have an animated cartoon series,Mohamed Ali
179,90,Who was the first character to speak in Star Wars,C3PO
179,91,Elwood Edwards voice is heard by AOL users - where,Welcome and You Got Mail
179,93,What do the 4 of top 10 children's authors have in common,British - Blyton Dahl Potter etc
179,95,Who was shown on the most popular US postal stamp of 1998,Sylvester and Tweety
179,99,On TV who worked at Otto's Auto Orphanage,The Fonz
180,5,Who began his career as The Worlds Worst Juggler,Fred Astair
180,7,Who was the first woman to win an acting Emmy in a sf series,Lindsay Wagner – Bionic Woman
180,8,What is the most assigned book / play  in English classes,Romeo and Juliet
180,9,Name the Shakespeare play with a city in Greece in name,Timon of Athens
180,21,Who spoke for the first time in a Bugs Bunny cartoon in 1951,Roadrunner
180,29,Which Clint Eastwood film has the most killings (65),Where Eagles Dare
180,40,Where are Gene Roddenberrys ashes,Sent into Space
180,47,In Dukes of Hazard boys drove General Lee name Daisies jeep,Dixie
181,51,Who was the first choice to play Beverley Hills Cop,Sylvester Stallone
181,56,What is the only Bible book referred to in a Shakespeare play,Numbers in Henry V
181,57,Harry Rosoll created which famous bear,Smokey the Bear
181,63,In Winnie the Pooh what's the name over the door Pooh's house,Mr Sanders
181,64,Which old time TV cop had a middle name of Aloysius,Steve McGarret – Hawaii 5 0
181,65,In the comic Fantastic Four what was Things character name,Benjamin Grimm
181,67,Norman Bean became famous as which author,Edgar Rice Burroughs
181,76,Name was Richard Kimble's favourite alias in the TV series,Jim
181,84,The Alley Cats was the working title of which TV show,Charlie's Angels
181,92,What was Vincent Price's first horror film,House of Wax
181,96,Which cartoon company is based in Walla Walla Washington,Acme in Roadrunner
182,2,Which sitcom was set in Dunns River Connecticut,Soap
182,3,Fred Silverman invented the name Scooby Do named after who,Frank Sinatra
182,9,What is the full name of the creator of Peter Pan,James Mathew Barrie
182,19,Which actor used to sweep out lions cages for a living,Sylvester Stallone
182,26,Whose memoirs were called There and back again,"Bilbo Baggins The
Hobbit"
182,29,Pidge appeared in which Disney film,"Lady and Tramp pet
name Lady"
182,36,On TV what team worked out of Iolani Palace,Hawaii 5 0
182,48,What is the name of Doctor Claws pet in Inspector Gadget,Madcat
182,50,Which actress had a job putting cosmetics on corpses,Whoopee Goldberg
183,53,Knock-Knock was the first cartoon starring what character 1940,Woody Woodpecker
183,57,TVs Ben Casey started with Man Woman Birth Death and what,Infinity
183,60,In the film Jumping Jack Flash what is Jack's code key,B Flat
183,65,Who is the tallest telletubbie,Tinky Winky
183,67,In the A Team name Murdoch’s invisible dog,Billy
183,76,Which duo has won seven Oscars,Tom and Jerry
183,79,What Bond thing did Roger Moore not do in 7 films,Drink Martinis - and smoke
183,85,Name Casper the friendly ghosts horse,Nightmare
183,89,Name Lois Lanes stewardess sister,Lucy Lane
183,97,Name Indiana Joneses dog,Indiana
183,100,What was the first 90 minute TV series in 1962,The Virginian
184,2,In films who could win the Golden Boot award,Actors in cowboy films
184,13,Rudolf the red nosed reindeer had a girlfriend - name her,Clarissa
184,14,Which author sold most books in the first half of 20th century,Edgar Rice Burroughs
184,16,Which song is performed at start Indiana Jones Temple of Doom,Anything Goes
184,19,In 1950 what character was on first metal lunchbox in the US,Hopalong Cassidy
184,20,And in 1985 who was on the last one produced,Rambo
184,30,What is Homer Simpsons greatest fear,Sock Puppets
184,41,Who was the original choice to play the terminator,O J Simpson
184,44,What is the full name of Batman's butler,Albert Pennyworth
184,48,What is the name of Porky Pigs nephew,Cicero
185,51,What was the first TV theme song to hit number one US charts,Davy Crocket
185,56,Name award shaped like a teapot with a skull and crossbones,"Agatha - for crime
mystery writers"
185,68,Which popular cartoon strip has never included an adult,Peanuts
185,76,Whose secretary was Loelia Ponsonby,James Bond
185,77,Who was Mussolini's favourite cartoon character,Donald Duck
185,79,Name Frosty the Snowman's son,"Chilly – Millie
Daughter Crystal wife"
185,85,In Bewitched Aunt Clara had a collection of what,Doorknobs
185,88,As a performer what one thing would Elvis never do,An Encore
185,90,Wife Beware in 1933 was the first film shown where,A Drive in theatre
185,93,El Dago was the name of whose first private plane,Frank Sinatra
185,95,Disney's Pluto (nee Rover) was originally whose pet dog,Minnie Mouse
186,1,In CHIPS what make of motorcycles did they ride,Kawasaki
186,3,Which screenwriter has received the most Oscar nominations,Woody Allen
186,28,Who was born in Wattenscheid Germany November 11th 1920,James Bond
186,30,In Happy Days name Fonzies dog,Spunky
186,36,Name the dogs in Magnum PI,Zeus Apollo
186,40,Who rejected the Olivia Newton John role in Grease,Marie Osmond
186,44,At the borders of reality is French translation what TV show,The X Files
187,51,Name the 3 headed dog in Harry Potter and Philosophers stone,Fluffy
187,80,Which Shakespeare play was originally entitled What You Will,Twelfth Night
187,84,Little Larry Puny Pete Small Sam considered names of who,Dickens Tiny Tim
187,85,What did Barbie first get in 1962,Her car made by Irwin for Mattel
187,97,Which cartoon character lives in Sweetwater,Popeye's home port
188,3,US actor William Gillette invented which characters phrase Elementary my dear Watson,Elementary my dear Watson
188,6,In 1926 Japan deleted 800000 feet from US films showing what,Kissing - it was unclean
188,17,We know who Darth Vader is but what's Vader mean in Dutch,Father
188,29,In the 1950s which film star was paid $5000 a week,Lassie
188,34,Which US TV show was the top rated in the 1988 89 season,Roseanne
188,35,In Shakespeare what is Richard III title before he becomes king,Duke of Gloucester
